NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for 110.lzu.edu.cn

NXDOMAIN for 110.lzu.edu.cn

NXDOMAIN for 110.lzu.edu.cn

NXDOMAIN for 110.lzu.edu.cn

aaa.lzu.edu.cn. 3600 IN A 202.201.0.175
jwk.lzu.edu.cn. 3599 IN A 202.201.0.239

jwk.lzu.edu.cn. 3599 IN A 202.201.0.239

jwk.lzu.edu.cn. 3599 IN A 202.201.0.239

jwk.lzu.edu.cn. 3599 IN A 202.201.0.239

jwk.lzu.edu.cn. 3599 IN A 202.201.0.239

jwk.lzu.edu.cn. 3599 IN A 202.201.0.239

jwk.lzu.edu.cn. 3599 IN A 202.201.0.239

jwk.lzu.edu.cn. 3599 IN A 202.201.0.239

jwk.lzu.edu.cn. 3599 IN A 202.201.0.239

kaoqin.lzu.edu.cn. 3600 IN A 202.201.0.186

kaoqin.lzu.edu.cn. 3599 IN A 202.201.0.186

kaoqin.lzu.edu.cn. 3599 IN A 202.201.0.186

kaoqin.lzu.edu.cn. 3599 IN A 202.201.0.186

kaoqin.lzu.edu.cn. 3599 IN A 202.201.0.186

kaoqin.lzu.edu.cn. 3599 IN A 202.201.0.186

kaoqin.lzu.edu.cn. 3599 IN A 202.201.0.186

kaoqin.lzu.edu.cn. 3599 IN A 202.201.0.186

kaoqin.lzu.edu.cn. 3599 IN A 202.201.0.186

kaoqin.lzu.edu.cn. 3599 IN A 202.201.0.186

kjc.lzu.edu.cn. 3600 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 7190 IN A 202.201.1.185

kleppc.lzu.edu.cn. 3600 IN A 202.201.1.148

kleppc.lzu.edu.cn. 3599 IN A 202.201.1.148

kleppc.lzu.edu.cn. 3599 IN A 202.201.1.148

kleppc.lzu.edu.cn. 3599 IN A 202.201.1.148

kleppc.lzu.edu.cn. 3599 IN A 202.201.1.148

kleppc.lzu.edu.cn. 3599 IN A 202.201.1.148

kleppc.lzu.edu.cn. 3599 IN A 202.201.1.148

kleppc.lzu.edu.cn. 3599 IN A 202.201.1.148

kleppc.lzu.edu.cn. 3599 IN A 202.201.1.148

kleppc.lzu.edu.cn. 3599 IN A 202.201.1.148

kleppc.lzu.edu.cn. 3599 IN A 202.201.1.148

klmwde.lzu.edu.cn. 3600 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 7190 IN A 202.201.1.185

klnmc.lzu.edu.cn. 519 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 4118 IN A 202.201.1.185

klnmc.lzu.edu.cn. 518 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 4118 IN A 202.201.1.185

klnmc.lzu.edu.cn. 518 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 4118 IN A 202.201.1.185

klnmc.lzu.edu.cn. 518 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 4118 IN A 202.201.1.185

kqyxy.lzu.edu.cn. 263 IN A 202.201.1.114

kqyxy.lzu.edu.cn. 262 IN A 202.201.1.114

kqyxy.lzu.edu.cn. 262 IN A 202.201.1.114

kqyxy.lzu.edu.cn. 262 IN A 202.201.1.114

kqyxy.lzu.edu.cn. 262 IN A 202.201.1.114

kqyxy.lzu.edu.cn. 262 IN A 202.201.1.114

kqyxy.lzu.edu.cn. 262 IN A 202.201.1.114

kqyxy.lzu.edu.cn. 262 IN A 202.201.1.114

kqyxy.lzu.edu.cn. 262 IN A 202.201.1.114

kqyxy.lzu.edu.cn. 262 IN A 202.201.1.114

kqyxy.lzu.edu.cn. 262 IN A 202.201.1.114

kyy.lzu.edu.cn. 7200 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 262 IN A 202.201.1.184

lacom.lzu.edu.cn. 3600 IN A 202.201.0.193

lacom.lzu.edu.cn. 3599 IN A 202.201.0.193

lacom.lzu.edu.cn. 3599 IN A 202.201.0.193

lacom.lzu.edu.cn. 3599 IN A 202.201.0.193

lacom.lzu.edu.cn. 3599 IN A 202.201.0.193

lacom.lzu.edu.cn. 3599 IN A 202.201.0.193

lacom.lzu.edu.cn. 3599 IN A 202.201.0.193

lacom.lzu.edu.cn. 3599 IN A 202.201.0.193

lacom.lzu.edu.cn. 3599 IN A 202.201.0.193

lanck.lzu.edu.cn. 3600 IN A 202.201.0.42

law.lzu.edu.cn. 7200 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 262 IN A 202.201.1.184

laws.lzu.edu.cn. 264 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 96 IN A 202.201.1.184

laws.lzu.edu.cn. 263 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 96 IN A 202.201.1.184

laws.lzu.edu.cn. 263 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 96 IN A 202.201.1.184

laws.lzu.edu.cn. 263 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 96 IN A 202.201.1.184

ldbr.lzu.edu.cn. 1523 IN A 202.201.0.42

lddj.lzu.edu.cn. 3600 IN A 202.201.1.100

lddj.lzu.edu.cn. 3599 IN A 202.201.1.100

lddj.lzu.edu.cn. 3599 IN A 202.201.1.100

lddj.lzu.edu.cn. 3599 IN A 202.201.1.100

lddj.lzu.edu.cn. 3599 IN A 202.201.1.100

lddj.lzu.edu.cn. 3599 IN A 202.201.1.100

lddj.lzu.edu.cn. 3599 IN A 202.201.1.100

lddj.lzu.edu.cn. 3599 IN A 202.201.1.100

lddj.lzu.edu.cn. 3599 IN A 202.201.1.100

lddj.lzu.edu.cn. 3599 IN A 202.201.1.100

ldgh.lzu.edu.cn. 262 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 29 IN A 202.201.1.184

ldgh.lzu.edu.cn. 261 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 29 IN A 202.201.1.184

ldgh.lzu.edu.cn. 261 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 29 IN A 202.201.1.184

ldgh.lzu.edu.cn. 261 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 29 IN A 202.201.1.184

ldrsc.lzu.edu.cn. 262 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 29 IN A 202.201.1.185

ldxb.lzu.edu.cn. 3600 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 7189 IN A 202.201.1.185

ldxb.lzu.edu.cn. 3599 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 7189 IN A 202.201.1.185

ldxb.lzu.edu.cn. 3599 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 7189 IN A 202.201.1.185

ldxb.lzu.edu.cn. 3599 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 7189 IN A 202.201.1.185

ldxyy.lzu.edu.cn. 262 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 29 IN A 202.201.1.184

ldyxy.lzu.edu.cn. 3600 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 261 IN A 202.201.1.184

ldyxy.lzu.edu.cn. 3599 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 261 IN A 202.201.1.184

ldyxy.lzu.edu.cn. 3599 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 261 IN A 202.201.1.184

ldyxy.lzu.edu.cn. 3599 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 261 IN A 202.201.1.184

ldyyy.lzu.edu.cn. 7200 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 261 IN A 202.201.1.184

ldyyy.lzu.edu.cn. 7199 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 261 IN A 202.201.1.184

ldyyy.lzu.edu.cn. 7199 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 261 IN A 202.201.1.184

ldyyy.lzu.edu.cn. 7199 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 261 IN A 202.201.1.184

lib.lzu.edu.cn. 2480 IN A 202.201.7.12

lib.lzu.edu.cn. 2479 IN A 202.201.7.12

lib.lzu.edu.cn. 2479 IN A 202.201.7.12

lib.lzu.edu.cn. 2479 IN A 202.201.7.12

seat.lib.lzu.edu.cn. 3600 IN A 202.201.7.43

lifesc.lzu.edu.cn. 264 IN A 202.201.13.81

lifesc.lzu.edu.cn. 263 IN A 202.201.13.81

lifesc.lzu.edu.cn. 263 IN A 202.201.13.81

lifesc.lzu.edu.cn. 263 IN A 202.201.13.81

lifesc.lzu.edu.cn. 263 IN A 202.201.13.81

lifesc.lzu.edu.cn. 263 IN A 202.201.13.81

lifesc.lzu.edu.cn. 263 IN A 202.201.13.81

lifesc.lzu.edu.cn. 263 IN A 202.201.13.81

lifesc.lzu.edu.cn. 263 IN A 202.201.13.81

lifesc.lzu.edu.cn. 263 IN A 202.201.13.81

lifesc.lzu.edu.cn. 263 IN A 202.201.13.81

lishuyan.lzu.edu.cn. 3600 IN A 210.26.49.244

lishuyan.lzu.edu.cn. 3599 IN A 210.26.49.244

lishuyan.lzu.edu.cn. 3599 IN A 210.26.49.244

lishuyan.lzu.edu.cn. 3599 IN A 210.26.49.244

lishuyan.lzu.edu.cn. 3599 IN A 210.26.49.244

lishuyan.lzu.edu.cn. 3599 IN A 210.26.49.244

lishuyan.lzu.edu.cn. 3599 IN A 210.26.49.244

lishuyan.lzu.edu.cn. 3599 IN A 210.26.49.244

lishuyan.lzu.edu.cn. 3599 IN A 210.26.49.244

lishuyan.lzu.edu.cn. 3599 IN A 210.26.49.244

lishuyan.lzu.edu.cn. 3599 IN A 210.26.49.244

litxc.lzu.edu.cn. 3600 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 261 IN A 202.201.1.184

lohas.lzu.edu.cn. 7200 IN A 202.201.0.44

lync.lzu.edu.cn. 3600 IN A 202.201.1.81

lync.lzu.edu.cn. 3599 IN A 202.201.1.81

lync.lzu.edu.cn. 3599 IN A 202.201.1.81

lync.lzu.edu.cn. 3599 IN A 202.201.1.81

lync.lzu.edu.cn. 3599 IN A 202.201.1.81

lync.lzu.edu.cn. 3599 IN A 202.201.1.81

lync.lzu.edu.cn. 3599 IN A 202.201.1.81

lync.lzu.edu.cn. 3599 IN A 202.201.1.81

lync.lzu.edu.cn. 3599 IN A 202.201.1.81

lync.lzu.edu.cn. 3599 IN A 202.201.1.81

lzucms.lzu.edu.cn. 3600 IN A 202.201.1.188

lzucms.lzu.edu.cn. 3599 IN A 202.201.1.188

lzucms.lzu.edu.cn. 3599 IN A 202.201.1.188

lzucms.lzu.edu.cn. 3599 IN A 202.201.1.188

lzucms.lzu.edu.cn. 3599 IN A 202.201.1.188

lzucms.lzu.edu.cn. 3599 IN A 202.201.1.188

lzucms.lzu.edu.cn. 3599 IN A 202.201.1.188

lzucms.lzu.edu.cn. 3599 IN A 202.201.1.188

lzucms.lzu.edu.cn. 3599 IN A 202.201.1.188

lzucms.lzu.edu.cn. 3599 IN A 202.201.1.188

lzucms.lzu.edu.cn. 3599 IN A 202.201.1.188

lzucms2.lzu.edu.cn. 3600 IN A 202.201.1.181

lzucms2.lzu.edu.cn. 3599 IN A 202.201.1.181

lzucms2.lzu.edu.cn. 3599 IN A 202.201.1.181

lzucms2.lzu.edu.cn. 3599 IN A 202.201.1.181

lzucms2.lzu.edu.cn. 3599 IN A 202.201.1.181

lzucms2.lzu.edu.cn. 3599 IN A 202.201.1.181

lzucms2.lzu.edu.cn. 3599 IN A 202.201.1.181

lzucms2.lzu.edu.cn. 3599 IN A 202.201.1.181

lzucms2.lzu.edu.cn. 3599 IN A 202.201.1.181

lzucms2.lzu.edu.cn. 3599 IN A 202.201.1.181

lzuedf.lzu.edu.cn. 447 IN A 202.201.0.144

lzuedf.lzu.edu.cn. 446 IN A 202.201.0.144

lzuedf.lzu.edu.cn. 446 IN A 202.201.0.144

lzuedf.lzu.edu.cn. 446 IN A 202.201.0.144

lzuedf.lzu.edu.cn. 446 IN A 202.201.0.144

lzuedf.lzu.edu.cn. 446 IN A 202.201.0.144

lzuedf.lzu.edu.cn. 446 IN A 202.201.0.144

lzuedf.lzu.edu.cn. 446 IN A 202.201.0.144

lzuedf.lzu.edu.cn. 446 IN A 202.201.0.144

lzuedf.lzu.edu.cn. 446 IN A 202.201.0.144

lzuedf.lzu.edu.cn. 446 IN A 202.201.0.144

login.lzuhep.lzu.edu.cn. 7200 IN A 210.26.49.19

login.lzuhep.lzu.edu.cn. 7199 IN A 210.26.49.19

login.lzuhep.lzu.edu.cn. 7199 IN A 210.26.49.19

login.lzuhep.lzu.edu.cn. 7199 IN A 210.26.49.19

login.lzuhep.lzu.edu.cn. 7199 IN A 210.26.49.19

login.lzuhep.lzu.edu.cn. 7199 IN A 210.26.49.19

login.lzuhep.lzu.edu.cn. 7199 IN A 210.26.49.19

login.lzuhep.lzu.edu.cn. 7199 IN A 210.26.49.19

login.lzuhep.lzu.edu.cn. 7199 IN A 210.26.49.19

login.lzuhep.lzu.edu.cn. 7199 IN A 210.26.49.19

server.lzuhep.lzu.edu.cn. 7200 IN A 210.26.49.18

server.lzuhep.lzu.edu.cn. 7199 IN A 210.26.49.18

server.lzuhep.lzu.edu.cn. 7199 IN A 210.26.49.18

server.lzuhep.lzu.edu.cn. 7199 IN A 210.26.49.18

server.lzuhep.lzu.edu.cn. 7199 IN A 210.26.49.18

server.lzuhep.lzu.edu.cn. 7199 IN A 210.26.49.18

server.lzuhep.lzu.edu.cn. 7199 IN A 210.26.49.18

server.lzuhep.lzu.edu.cn. 7199 IN A 210.26.49.18

server.lzuhep.lzu.edu.cn. 7199 IN A 210.26.49.18

server.lzuhep.lzu.edu.cn. 7199 IN A 210.26.49.18

lzusp.lzu.edu.cn. 3600 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 3593 IN A 202.201.1.184

lzusp.lzu.edu.cn. 3599 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 3593 IN A 202.201.1.184

lzusp.lzu.edu.cn. 3599 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 3593 IN A 202.201.1.184

lzusp.lzu.edu.cn. 3599 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 3593 IN A 202.201.1.184

magnetism.lzu.edu.cn. 3600 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 7189 IN A 202.201.1.185

magnetism.lzu.edu.cn. 3599 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 7189 IN A 202.201.1.185

magnetism.lzu.edu.cn. 3599 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 7189 IN A 202.201.1.185

magnetism.lzu.edu.cn. 3599 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 7189 IN A 202.201.1.185

mail.lzu.edu.cn. 261 IN A 202.201.0.205

mail.lzu.edu.cn. 260 IN A 202.201.0.205

mail.lzu.edu.cn. 260 IN A 202.201.0.205

mail.lzu.edu.cn. 260 IN A 202.201.0.205

mail.lzu.edu.cn. 260 IN A 202.201.0.205

mail.lzu.edu.cn. 260 IN A 202.201.0.205

mail.lzu.edu.cn. 260 IN A 202.201.0.205

mail.lzu.edu.cn. 260 IN A 202.201.0.205

mail.lzu.edu.cn. 260 IN A 202.201.0.205

mail.lzu.edu.cn. 260 IN A 202.201.0.205

mail.lzu.edu.cn. 260 IN A 202.201.0.205

mx.mail.lzu.edu.cn. 2233 IN A 202.201.0.65
mx.mail.lzu.edu.cn. 2233 IN A 202.201.0.205

mx.mail.lzu.edu.cn. 2232 IN A 202.201.0.205
mx.mail.lzu.edu.cn. 2232 IN A 202.201.0.65

mx.mail.lzu.edu.cn. 2232 IN A 202.201.0.205
mx.mail.lzu.edu.cn. 2232 IN A 202.201.0.65

mx.mail.lzu.edu.cn. 2232 IN A 202.201.0.205
mx.mail.lzu.edu.cn. 2232 IN A 202.201.0.65

mx.mail.lzu.edu.cn. 2232 IN A 202.201.0.205
mx.mail.lzu.edu.cn. 2232 IN A 202.201.0.65

mx.mail.lzu.edu.cn. 2232 IN A 202.201.0.205
mx.mail.lzu.edu.cn. 2232 IN A 202.201.0.65

mx.mail.lzu.edu.cn. 2232 IN A 202.201.0.205
mx.mail.lzu.edu.cn. 2232 IN A 202.201.0.65

mx.mail.lzu.edu.cn. 2232 IN A 202.201.0.205
mx.mail.lzu.edu.cn. 2232 IN A 202.201.0.65

mx.mail.lzu.edu.cn. 2232 IN A 202.201.0.205
mx.mail.lzu.edu.cn. 2232 IN A 202.201.0.65

mx.mail.lzu.edu.cn. 2232 IN A 202.201.0.205
mx.mail.lzu.edu.cn. 2232 IN A 202.201.0.65

mail1.lzu.edu.cn. 30 IN A 202.201.0.205

map.lzu.edu.cn. 3600 IN A 202.201.1.93

map.lzu.edu.cn. 3599 IN A 202.201.1.93

map.lzu.edu.cn. 3599 IN A 202.201.1.93

map.lzu.edu.cn. 3599 IN A 202.201.1.93

map.lzu.edu.cn. 3599 IN A 202.201.1.93

map.lzu.edu.cn. 3599 IN A 202.201.1.93

map.lzu.edu.cn. 3599 IN A 202.201.1.93

map.lzu.edu.cn. 3599 IN A 202.201.1.93

map.lzu.edu.cn. 3599 IN A 202.201.1.93

map.lzu.edu.cn. 3599 IN A 202.201.1.93

marx.lzu.edu.cn. 263 IN A 202.201.0.44

math.lzu.edu.cn. 263 IN A 202.201.0.44

math.lzu.edu.cn. 262 IN A 202.201.0.44

math.lzu.edu.cn. 262 IN A 202.201.0.44

math.lzu.edu.cn. 262 IN A 202.201.0.44

mathedit.lzu.edu.cn. 3600 IN A 202.201.1.213

mathedit.lzu.edu.cn. 3599 IN A 202.201.1.213

mathedit.lzu.edu.cn. 3599 IN A 202.201.1.213

mathedit.lzu.edu.cn. 3599 IN A 202.201.1.213

mathedit.lzu.edu.cn. 3599 IN A 202.201.1.213

mathedit.lzu.edu.cn. 3599 IN A 202.201.1.213

mathedit.lzu.edu.cn. 3599 IN A 202.201.1.213

mathedit.lzu.edu.cn. 3599 IN A 202.201.1.213

mathedit.lzu.edu.cn. 3599 IN A 202.201.1.213

mathedit.lzu.edu.cn. 3599 IN A 202.201.1.213

mathenglish.lzu.edu.cn. 3600 IN A 202.201.0.44

mathteacher.lzu.edu.cn. 3600 IN A 210.26.51.247

mathteacher.lzu.edu.cn. 3599 IN A 210.26.51.247

mathteacher.lzu.edu.cn. 3599 IN A 210.26.51.247

mathteacher.lzu.edu.cn. 3599 IN A 210.26.51.247

mathteacher.lzu.edu.cn. 3599 IN A 210.26.51.247

mathteacher.lzu.edu.cn. 3599 IN A 210.26.51.247

mathteacher.lzu.edu.cn. 3599 IN A 210.26.51.247

mathteacher.lzu.edu.cn. 3599 IN A 210.26.51.247

mathteacher.lzu.edu.cn. 3599 IN A 210.26.51.247

mathteacher.lzu.edu.cn. 3599 IN A 210.26.51.247

mba.lzu.edu.cn. 3600 IN A 210.26.49.254

mba.lzu.edu.cn. 3599 IN A 210.26.49.254

mba.lzu.edu.cn. 3599 IN A 210.26.49.254

mba.lzu.edu.cn. 3599 IN A 210.26.49.254

mba.lzu.edu.cn. 3599 IN A 210.26.49.254

mba.lzu.edu.cn. 3599 IN A 210.26.49.254

mba.lzu.edu.cn. 3599 IN A 210.26.49.254

mba.lzu.edu.cn. 3599 IN A 210.26.49.254

mba.lzu.edu.cn. 3599 IN A 210.26.49.254

mba.lzu.edu.cn. 3599 IN A 210.26.49.254

mba.lzu.edu.cn. 3599 IN A 210.26.49.254

mbampa.lzu.edu.cn. 3600 IN A 210.26.49.155

mbampa.lzu.edu.cn. 3599 IN A 210.26.49.155

mbampa.lzu.edu.cn. 3599 IN A 210.26.49.155

mbampa.lzu.edu.cn. 3599 IN A 210.26.49.155

mbampa.lzu.edu.cn. 3599 IN A 210.26.49.155

mbampa.lzu.edu.cn. 3599 IN A 210.26.49.155

mbampa.lzu.edu.cn. 3599 IN A 210.26.49.155

mbampa.lzu.edu.cn. 3599 IN A 210.26.49.155

mbampa.lzu.edu.cn. 3599 IN A 210.26.49.155

mbampa.lzu.edu.cn. 3599 IN A 210.26.49.155

mc.lzu.edu.cn. 7200 IN A 202.201.13.13

mc.lzu.edu.cn. 7199 IN A 202.201.13.13

mc.lzu.edu.cn. 7199 IN A 202.201.13.13

mc.lzu.edu.cn. 7199 IN A 202.201.13.13

mc.lzu.edu.cn. 7199 IN A 202.201.13.13

mc.lzu.edu.cn. 7199 IN A 202.201.13.13

mc.lzu.edu.cn. 7199 IN A 202.201.13.13

mc.lzu.edu.cn. 7199 IN A 202.201.13.13

mc.lzu.edu.cn. 7199 IN A 202.201.13.13

mc.lzu.edu.cn. 7199 IN A 202.201.13.13

mcs.lzu.edu.cn. 3600 IN A 202.201.2.157

mcs.lzu.edu.cn. 3599 IN A 202.201.2.157

mcs.lzu.edu.cn. 3599 IN A 202.201.2.157

mcs.lzu.edu.cn. 3599 IN A 202.201.2.157

mcs.lzu.edu.cn. 3599 IN A 202.201.2.157

mcs.lzu.edu.cn. 3599 IN A 202.201.2.157

mcs.lzu.edu.cn. 3599 IN A 202.201.2.157

mcs.lzu.edu.cn. 3599 IN A 202.201.2.157

mcs.lzu.edu.cn. 3599 IN A 202.201.2.157

mcs.lzu.edu.cn. 3599 IN A 202.201.2.157

mcs.lzu.edu.cn. 3599 IN A 202.201.2.157

mirror.lzu.edu.cn. 2395 IN A 202.201.0.160

mirror.lzu.edu.cn. 2394 IN A 202.201.0.160

mirror.lzu.edu.cn. 2394 IN A 202.201.0.160

mirror.lzu.edu.cn. 2394 IN A 202.201.0.160

mirror.lzu.edu.cn. 2394 IN A 202.201.0.160

mirror.lzu.edu.cn. 2394 IN A 202.201.0.160

mirror.lzu.edu.cn. 2394 IN A 202.201.0.160

mirror.lzu.edu.cn. 2394 IN A 202.201.0.160

mirror.lzu.edu.cn. 2394 IN A 202.201.0.160

mirror.lzu.edu.cn. 2394 IN A 202.201.0.160

mirror.lzu.edu.cn. 2394 IN A 202.201.0.160

mirror.lzu.edu.cn. 2394 IN A 202.201.0.160

mirror.lzu.edu.cn. 2394 IN A 202.201.0.160

mlt.lzu.edu.cn. 3600 IN A 210.26.112.198

modma.lzu.edu.cn. 7200 IN A 210.26.49.20

modma.lzu.edu.cn. 7199 IN A 210.26.49.20

modma.lzu.edu.cn. 7199 IN A 210.26.49.20

modma.lzu.edu.cn. 7199 IN A 210.26.49.20

modma.lzu.edu.cn. 7199 IN A 210.26.49.20

modma.lzu.edu.cn. 7199 IN A 210.26.49.20

modma.lzu.edu.cn. 7199 IN A 210.26.49.20

modma.lzu.edu.cn. 7199 IN A 210.26.49.20

modma.lzu.edu.cn. 7199 IN A 210.26.49.20

modma.lzu.edu.cn. 7199 IN A 210.26.49.20

ms.lzu.edu.cn. 263 IN A 202.201.1.230

ms.lzu.edu.cn. 262 IN A 202.201.1.230

ms.lzu.edu.cn. 262 IN A 202.201.1.230

ms.lzu.edu.cn. 262 IN A 202.201.1.230

ms.lzu.edu.cn. 262 IN A 202.201.1.230

ms.lzu.edu.cn. 262 IN A 202.201.1.230

ms.lzu.edu.cn. 262 IN A 202.201.1.230

ms.lzu.edu.cn. 262 IN A 202.201.1.230

ms.lzu.edu.cn. 262 IN A 202.201.1.230

ms.lzu.edu.cn. 262 IN A 202.201.1.230

ms.lzu.edu.cn. 262 IN A 202.201.1.230

msc.lzu.edu.cn. 3600 IN A 210.26.49.161

msc.lzu.edu.cn. 3599 IN A 210.26.49.161

msc.lzu.edu.cn. 3599 IN A 210.26.49.161

msc.lzu.edu.cn. 3599 IN A 210.26.49.161

msc.lzu.edu.cn. 3599 IN A 210.26.49.161

msc.lzu.edu.cn. 3599 IN A 210.26.49.161

msc.lzu.edu.cn. 3599 IN A 210.26.49.161

msc.lzu.edu.cn. 3599 IN A 210.26.49.161

msc.lzu.edu.cn. 3599 IN A 210.26.49.161

msc.lzu.edu.cn. 3599 IN A 210.26.49.161

msen.lzu.edu.cn. 3600 IN A 210.26.49.252

msen.lzu.edu.cn. 3599 IN A 210.26.49.252

msen.lzu.edu.cn. 3599 IN A 210.26.49.252

msen.lzu.edu.cn. 3599 IN A 210.26.49.252

msen.lzu.edu.cn. 3599 IN A 210.26.49.252

msen.lzu.edu.cn. 3599 IN A 210.26.49.252

msen.lzu.edu.cn. 3599 IN A 210.26.49.252

msen.lzu.edu.cn. 3599 IN A 210.26.49.252

msen.lzu.edu.cn. 3599 IN A 210.26.49.252

msen.lzu.edu.cn. 3599 IN A 210.26.49.252

msen.lzu.edu.cn. 3599 IN A 210.26.49.252

msen.lzu.edu.cn. 3599 IN A 210.26.49.252

msen.lzu.edu.cn. 3599 IN A 210.26.49.252

msw.lzu.edu.cn. 3600 IN A 202.201.2.147

msw.lzu.edu.cn. 3599 IN A 202.201.2.147

msw.lzu.edu.cn. 3599 IN A 202.201.2.147

msw.lzu.edu.cn. 3599 IN A 202.201.2.147

msw.lzu.edu.cn. 3599 IN A 202.201.2.147

msw.lzu.edu.cn. 3599 IN A 202.201.2.147

msw.lzu.edu.cn. 3599 IN A 202.201.2.147

msw.lzu.edu.cn. 3599 IN A 202.201.2.147

msw.lzu.edu.cn. 3599 IN A 202.201.2.147

msw.lzu.edu.cn. 3599 IN A 202.201.2.147

msweb.lzu.edu.cn. 7200 IN A 202.201.13.170

msweb.lzu.edu.cn. 7199 IN A 202.201.13.170

msweb.lzu.edu.cn. 7199 IN A 202.201.13.170

msweb.lzu.edu.cn. 7199 IN A 202.201.13.170

msweb.lzu.edu.cn. 7199 IN A 202.201.13.170

msweb.lzu.edu.cn. 7199 IN A 202.201.13.170

msweb.lzu.edu.cn. 7199 IN A 202.201.13.170

msweb.lzu.edu.cn. 7199 IN A 202.201.13.170

msweb.lzu.edu.cn. 7199 IN A 202.201.13.170

msweb.lzu.edu.cn. 7199 IN A 202.201.13.170

msweb.lzu.edu.cn. 7199 IN A 202.201.13.170

mu.lzu.edu.cn. 3600 IN A 202.201.1.56

mu.lzu.edu.cn. 3599 IN A 202.201.1.56

